Tempo(s),Setpoint_RPM,RPM_Bruto,RPM_Filtrado,Erro,PWM_Saida(%)
108.7250,-136.00,-128.21,-136.78,0.78,-27.52
108.7300,-136.00,-153.85,-136.62,0.62,-27.54
108.7350,-136.00,-128.21,-136.87,0.87,-27.23
108.7400,-136.00,-128.21,-136.85,0.85,-27.13
108.7450,-136.00,-128.21,-136.15,0.15,-27.61
108.7500,-136.00,-153.85,-135.57,-0.43,-28.04
108.7550,-136.00,-128.21,-135.64,-0.36,-27.95
108.7600,-136.00,-128.21,-135.60,-0.40,-27.96
108.7650,-136.00,-128.21,-134.98,-1.02,-28.46
108.7700,-136.00,-153.85,-134.56,-1.44,-28.83
108.7750,-136.00,-128.21,-134.80,-1.20,-28.67
108.7800,-136.00,-128.21,-134.94,-1.06,-28.58
108.7850,-136.00,-128.21,-134.50,-1.50,-28.98
108.7900,-136.00,-128.21,-133.70,-2.30,-29.71
108.7950,-136.00,-153.85,-133.27,-2.73,-30.18
108.8000,-136.00,-128.21,-133.61,-2.39,-30.03
108.8050,-136.00,-128.21,-133.91,-2.09,-29.88
108.8100,-136.00,-128.21,-133.65,-2.35,-30.20
108.8150,-136.00,-153.85,-133.55,-2.45,-30.39
108.8200,-136.00,-128.21,-134.10,-1.90,-30.04
108.8250,-136.00,-128.21,-134.48,-1.52,-29.79
108.8300,-136.00,-128.21,-134.23,-1.77,-30.06
108.8350,-136.00,-153.85,-134.10,-1.90,-30.24
108.8400,-136.00,-128.21,-134.57,-1.43,-29.91
108.8450,-136.00,-128.21,-134.87,-1.13,-29.70
108.8500,-136.00,-153.85,-135.05,-0.95,-29.57
108.8550,-136.00,-128.21,-135.64,-0.36,-29.07
108.8600,-136.00,-128.21,-135.94,-0.06,-28.79
108.8650,-136.00,-128.21,-135.51,-0.49,-29.10
108.8700,-136.00,-153.85,-135.16,-0.84,-29.38
108.8750,-136.00,-128.21,-135.41,-0.59,-29.17
108.8800,-136.00,-128.21,-135.50,-0.50,-29.07
108.8850,-136.00,-128.21,-134.98,-1.02,-29.49
108.8900,-136.00,-153.85,-134.61,-1.39,-29.82
108.8950,-136.00,-128.21,-134.89,-1.11,-29.62
108.9000,-136.00,-128.21,-135.05,-0.95,-29.51
108.9050,-136.00,-153.85,-135.12,-0.88,-29.46
108.9100,-136.00,-128.21,-135.63,-0.37,-29.03
108.9150,-136.00,-128.21,-135.88,-0.12,-28.78
108.9200,-136.00,-128.21,-135.43,-0.57,-29.12
108.9250,-136.00,-128.21,-134.55,-1.45,-29.85
108.9300,-136.00,-153.85,-134.00,-2.00,-30.36
108.9350,-136.00,-128.21,-134.21,-1.79,-30.27
108.9400,-136.00,-128.21,-134.37,-1.63,-30.20
108.9450,-136.00,-153.85,-134.50,-1.50,-30.15
108.9500,-136.00,-128.21,-135.11,-0.89,-29.68
108.9550,-136.00,-128.21,-135.45,-0.55,-29.39
108.9600,-136.00,-153.85,-135.61,-0.39,-29.24
108.9650,-136.00,-128.21,-136.15,0.15,-28.75
108.9700,-136.00,-128.21,-136.37,0.37,-28.50
108.9750,-136.00,-128.21,-135.85,-0.15,-28.85
108.9800,-136.00,-153.85,-135.42,-0.58,-29.17
108.9850,-136.00,-128.21,-135.60,-0.40,-29.00
108.9900,-136.00,-128.21,-135.63,-0.37,-28.95
108.9950,-136.00,-128.21,-135.06,-0.94,-29.40
109.0000,-136.00,-153.85,-134.65,-1.35,-29.76
109.0050,-136.00,-128.21,-134.90,-1.10,-29.58
109.0100,-136.00,-128.21,-135.04,-0.96,-29.48
109.0150,-136.00,-153.85,-135.10,-0.90,-29.45
109.0200,-136.00,-128.21,-135.61,-0.39,-29.02
109.0250,-136.00,-128.21,-135.86,-0.14,-28.78
109.0300,-136.00,-153.85,-135.92,-0.08,-28.68
109.0350,-136.00,-128.21,-136.37,0.37,-28.25
109.0400,-136.00,-128.21,-136.51,0.51,-28.04
109.0450,-136.00,-128.21,-135.94,-0.06,-28.43
109.0500,-136.00,-153.85,-135.47,-0.53,-28.78
109.0550,-136.00,-128.21,-135.61,-0.39,-28.64
109.0600,-136.00,-128.21,-135.62,-0.38,-28.60
109.0650,-136.00,-128.21,-135.03,-0.97,-29.07
109.0700,-136.00,-153.85,-134.62,-1.38,-29.43
109.0750,-136.00,-128.21,-134.87,-1.13,-29.26
109.0800,-136.00,-128.21,-135.01,-0.99,-29.16
109.0850,-136.00,-128.21,-134.56,-1.44,-29.57
109.0900,-136.00,-153.85,-134.27,-1.73,-29.86
109.0950,-136.00,-128.21,-134.63,-1.37,-29.62
109.1000,-136.00,-128.21,-134.85,-1.15,-29.46
109.1050,-136.00,-128.21,-134.47,-1.53,-29.82
109.1100,-136.00,-153.85,-134.23,-1.77,-30.07
109.1150,-136.00,-128.21,-134.62,-1.38,-29.80
109.1200,-136.00,-128.21,-134.88,-1.12,-29.63
109.1250,-136.00,-153.85,-135.02,-0.98,-29.53
109.1300,-136.00,-128.21,-135.59,-0.41,-29.05
109.1350,-136.00,-128.21,-135.88,-0.12,-28.78
109.1400,-136.00,-128.21,-135.45,-0.55,-29.10
109.1450,-136.00,-153.85,-135.10,-0.90,-29.37
109.1500,-136.00,-128.21,-135.36,-0.64,-29.16
109.1550,-136.00,-128.21,-135.46,-0.54,-29.06
109.1600,-136.00,-128.21,-134.95,-1.05,-29.48
109.1650,-136.00,-153.85,-134.59,-1.41,-29.80
109.1700,-136.00,-128.21,-134.88,-1.12,-29.60
109.1750,-136.00,-128.21,-135.04,-0.96,-29.48
109.1800,-136.00,-153.85,-135.11,-0.89,-29.43
109.1850,-136.00,-128.21,-135.63,-0.37,-28.99
109.1900,-136.00,-128.21,-135.88,-0.12,-28.75
109.1950,-136.00,-153.85,-135.94,-0.06,-28.65
109.2000,-136.00,-128.21,-136.39,0.39,-28.22
109.2050,-136.00,-128.21,-136.53,0.53,-28.01
109.2100,-136.00,-128.21,-135.96,-0.04,-28.40
109.2150,-136.00,-153.85,-135.48,-0.52,-28.76
109.2200,-136.00,-128.21,-135.62,-0.38,-28.62
109.2250,-136.00,-128.21,-135.63,-0.37,-28.58
109.2300,-136.00,-128.21,-135.04,-0.96,-29.05
109.2350,-136.00,-153.85,-134.62,-1.38,-29.42
109.2400,-136.00,-128.21,-134.87,-1.13,-29.24
109.2450,-136.00,-128.21,-135.01,-0.99,-29.15
109.2500,-136.00,-128.21,-134.56,-1.44,-29.55
109.2550,-136.00,-153.85,-134.27,-1.73,-29.84
109.2600,-136.00,-128.21,-134.62,-1.38,-29.60
109.2650,-136.00,-128.21,-134.85,-1.15,-29.45
109.2700,-136.00,-128.21,-134.47,-1.53,-29.80
109.2750,-136.00,-153.85,-134.23,-1.77,-30.05
109.2800,-136.00,-128.21,-134.62,-1.38,-29.78
109.2850,-136.00,-128.21,-134.88,-1.12,-29.61
109.2900,-136.00,-128.21,-134.50,-1.50,-29.95
109.2950,-136.00,-153.85,-134.27,-1.73,-30.19
109.3000,-136.00,-128.21,-134.67,-1.33,-29.92
109.3050,-136.00,-128.21,-134.91,-1.09,-29.75
109.3100,-136.00,-128.21,-134.54,-1.46,-30.09
109.3150,-136.00,-153.85,-134.30,-1.70,-30.34
109.3200,-136.00,-128.21,-134.69,-1.31,-30.07
109.3250,-136.00,-128.21,-134.93,-1.07,-29.90
109.3300,-136.00,-153.85,-135.06,-0.94,-29.80
109.3350,-136.00,-128.21,-135.62,-0.38,-29.33
109.3400,-136.00,-128.21,-135.90,-0.10,-29.06
109.3450,-136.00,-128.21,-135.47,-0.53,-29.38
109.3500,-136.00,-153.85,-135.12,-0.88,-29.66
109.3550,-136.00,-128.21,-135.37,-0.63,-29.45
109.3600,-136.00,-128.21,-135.47,-0.53,-29.35
109.3650,-136.00,-128.21,-134.95,-1.05,-29.78
109.3700,-136.00,-153.85,-134.59,-1.41,-30.10
109.3750,-136.00,-128.21,-134.87,-1.13,-29.90
109.3800,-136.00,-128.21,-135.04,-0.96,-29.78
109.3850,-136.00,-153.85,-135.11,-0.89,-29.73
109.3900,-136.00,-128.21,-135.63,-0.37,-29.29
109.3950,-136.00,-128.21,-135.88,-0.12,-29.04
109.4000,-136.00,-153.85,-135.94,-0.06,-28.94
109.4050,-136.00,-128.21,-136.39,0.39,-28.51
109.4100,-136.00,-128.21,-136.53,0.53,-28.30
109.4150,-136.00,-153.85,-136.47,0.47,-28.26
109.4200,-136.00,-128.21,-136.80,0.80,-27.89
109.4250,-136.00,-128.21,-136.83,0.83,-27.75
109.4300,-136.00,-128.21,-136.16,0.16,-28.20
109.4350,-136.00,-153.85,-135.61,-0.39,-28.61
109.4400,-136.00,-128.21,-135.69,-0.31,-28.51
109.4450,-136.00,-128.21,-135.65,-0.35,-28.51
109.4500,-136.00,-128.21,-135.03,-0.97,-29.00
109.4550,-136.00,-153.85,-134.60,-1.40,-29.38
109.4600,-136.00,-128.21,-134.84,-1.16,-29.22
109.4650,-136.00,-128.21,-134.97,-1.03,-29.13
109.4700,-136.00,-128.21,-134.52,-1.48,-29.53
109.4750,-136.00,-153.85,-134.23,-1.77,-29.82
109.4800,-136.00,-128.21,-134.60,-1.40,-29.58
109.4850,-136.00,-128.21,-134.83,-1.17,-29.43
109.4900,-136.00,-128.21,-134.45,-1.55,-29.78
109.4950,-136.00,-153.85,-134.22,-1.78,-30.03
109.5000,-136.00,-128.21,-134.62,-1.38,-29.76
109.5050,-136.00,-128.21,-134.87,-1.13,-29.58
109.5100,-136.00,-128.21,-134.50,-1.50,-29.92
109.5150,-136.00,-128.21,-133.76,-2.24,-30.60
109.5200,-136.00,-153.85,-133.35,-2.65,-31.05
109.5250,-136.00,-128.21,-133.70,-2.30,-30.87
109.5300,-136.00,-128.21,-134.00,-2.00,-30.72
109.5350,-136.00,-153.85,-134.25,-1.75,-30.60
109.5400,-136.00,-128.21,-134.95,-1.05,-30.07
109.5450,-136.00,-128.21,-135.37,-0.63,-29.73
109.5500,-136.00,-153.85,-135.58,-0.42,-29.53
109.5550,-136.00,-128.21,-136.15,0.15,-29.02
109.5600,-136.00,-128.21,-136.40,0.40,-28.74
109.5650,-136.00,-153.85,-136.41,0.41,-28.64
109.5700,-136.00,-128.21,-136.79,0.79,-28.23
109.5750,-136.00,-128.21,-136.86,0.86,-28.06
109.5800,-136.00,-128.21,-136.21,0.21,-28.50
109.5850,-136.00,-153.85,-135.66,-0.34,-28.89
109.5900,-136.00,-128.21,-135.74,-0.26,-28.79
109.5950,-136.00,-128.21,-135.70,-0.30,-28.78
109.6000,-136.00,-153.85,-135.59,-0.41,-28.84
109.6050,-136.00,-128.21,-135.96,-0.04,-28.50
109.6100,-136.00,-128.21,-136.08,0.08,-28.34
109.6150,-136.00,-128.21,-135.53,-0.47,-28.75
109.6200,-136.00,-153.85,-135.10,-0.90,-29.09
109.6250,-136.00,-128.21,-135.30,-0.70,-28.92
109.6300,-136.00,-128.21,-135.38,-0.62,-28.85
109.6350,-136.00,-153.85,-135.36,-0.64,-28.85
109.6400,-136.00,-128.21,-135.81,-0.19,-28.46
109.6450,-136.00,-128.21,-136.00,0.00,-28.26
109.6500,-136.00,-128.21,-135.50,-0.50,-28.63
109.6550,-136.00,-128.21,-134.59,-1.41,-29.38
109.6600,-136.00,-153.85,-134.01,-1.99,-29.92
109.6650,-136.00,-128.21,-134.20,-1.80,-29.84
109.6700,-136.00,-128.21,-134.35,-1.65,-29.78
109.6750,-136.00,-153.85,-134.48,-1.52,-29.73
109.6800,-136.00,-128.21,-135.08,-0.92,-29.27
109.6850,-136.00,-128.21,-135.43,-0.57,-28.98
109.6900,-136.00,-128.21,-135.07,-0.93,-29.26
109.6950,-136.00,-128.21,-134.29,-1.71,-29.94
109.7000,-136.00,-153.85,-133.82,-2.18,-30.40
109.7050,-136.00,-128.21,-134.09,-1.91,-30.27
109.7100,-136.00,-128.21,-134.31,-1.69,-30.16
109.7150,-136.00,-128.21,-133.96,-2.04,-30.52
109.7200,-136.00,-128.21,-133.27,-2.73,-31.19
109.7250,-136.00,-153.85,-132.94,-3.06,-31.61
109.7300,-136.00,-128.21,-133.38,-2.62,-31.39
109.7350,-136.00,-128.21,-133.76,-2.24,-31.20
109.7400,-136.00,-153.85,-134.07,-1.93,-31.03
109.7450,-136.00,-128.21,-134.83,-1.17,-30.46
109.7500,-136.00,-128.21,-135.30,-0.70,-30.09
109.7550,-136.00,-153.85,-135.54,-0.46,-29.87
109.7600,-136.00,-128.21,-136.14,0.14,-29.33
109.7650,-136.00,-128.21,-136.40,0.40,-29.04
109.7700,-136.00,-128.21,-135.91,-0.09,-29.37
109.7750,-136.00,-153.85,-135.49,-0.51,-29.68
109.7800,-136.00,-128.21,-135.67,-0.33,-29.50
109.7850,-136.00,-153.85,-136.21,0.21,-29.01
109.7900,-136.00,-128.21,-136.95,0.95,-28.31
109.7950,-136.00,-128.21,-137.23,1.23,-27.94
109.8000,-136.00,-153.85,-137.20,1.20,-27.82
109.8050,-136.00,-128.21,-137.49,1.49,-27.43
109.8100,-136.00,-128.21,-137.45,1.45,-27.31
109.8150,-136.00,-128.21,-136.67,0.67,-27.81
109.8200,-136.00,-153.85,-136.01,0.01,-28.26
109.8250,-136.00,-128.21,-135.99,-0.01,-28.22
109.8300,-136.00,-128.21,-135.87,-0.13,-28.27
109.8350,-136.00,-128.21,-135.17,-0.83,-28.82
109.8400,-136.00,-153.85,-134.68,-1.32,-29.24
109.8450,-136.00,-128.21,-134.88,-1.12,-29.11
109.8500,-136.00,-128.21,-134.98,-1.02,-29.04
109.8550,-136.00,-128.21,-134.50,-1.50,-29.46
109.8600,-136.00,-153.85,-134.21,-1.79,-29.77
109.8650,-136.00,-128.21,-134.56,-1.44,-29.53
109.8700,-136.00,-128.21,-134.80,-1.20,-29.38
109.8750,-136.00,-128.21,-134.42,-1.58,-29.73
109.8800,-136.00,-153.85,-134.19,-1.81,-29.98
109.8850,-136.00,-128.21,-134.59,-1.41,-29.71
109.8900,-136.00,-128.21,-134.85,-1.15,-29.53
109.8950,-136.00,-153.85,-135.00,-1.00,-29.43
109.9000,-136.00,-128.21,-135.58,-0.42,-28.95
109.9050,-136.00,-128.21,-135.87,-0.13,-28.67
109.9100,-136.00,-128.21,-135.45,-0.55,-28.98
109.9150,-136.00,-153.85,-135.10,-0.90,-29.26
109.9200,-136.00,-128.21,-135.36,-0.64,-29.04
109.9250,-136.00,-128.21,-135.47,-0.53,-28.94
109.9300,-136.00,-128.21,-134.95,-1.05,-29.36
109.9350,-136.00,-153.85,-134.59,-1.41,-29.68
109.9400,-136.00,-128.21,-134.88,-1.12,-29.48
109.9450,-136.00,-128.21,-135.04,-0.96,-29.36
109.9500,-136.00,-153.85,-135.11,-0.89,-29.32
109.9550,-136.00,-128.21,-135.63,-0.37,-28.88
109.9600,-136.00,-128.21,-135.88,-0.12,-28.63
109.9650,-136.00,-128.21,-135.43,-0.57,-28.97
109.9700,-136.00,-153.85,-135.07,-0.93,-29.26
109.9750,-136.00,-128.21,-135.32,-0.68,-29.06
109.9800,-136.00,-128.21,-135.42,-0.58,-28.96
109.9850,-136.00,-128.21,-134.91,-1.09,-29.38
109.9900,-136.00,-153.85,-134.56,-1.44,-29.70
109.9950,-136.00,-128.21,-134.85,-1.15,-29.50
110.0000,-136.00,-128.21,-135.02,-0.98,-29.38
110.0050,-136.00,-153.85,-135.10,-0.90,-29.32
110.0100,-136.00,-128.21,-135.62,-0.38,-28.88
110.0150,-136.00,-128.21,-135.88,-0.12,-28.64
110.0200,-136.00,-128.21,-135.42,-0.58,-28.97
110.0250,-136.00,-153.85,-135.07,-0.93,-29.26
110.0300,-136.00,-128.21,-135.32,-0.68,-29.05
110.0350,-136.00,-128.21,-135.42,-0.58,-28.95
110.0400,-136.00,-128.21,-134.91,-1.09,-29.37
110.0450,-136.00,-153.85,-134.56,-1.44,-29.69
110.0500,-136.00,-128.21,-134.85,-1.15,-29.49
110.0550,-136.00,-128.21,-135.02,-0.98,-29.37
110.0600,-136.00,-153.85,-135.10,-0.90,-29.32
110.0650,-136.00,-128.21,-135.62,-0.38,-28.88
110.0700,-136.00,-128.21,-135.88,-0.12,-28.63
110.0750,-136.00,-128.21,-135.43,-0.57,-28.97
110.0800,-136.00,-153.85,-135.07,-0.93,-29.25
110.0850,-136.00,-128.21,-135.32,-0.68,-29.05
110.0900,-136.00,-128.21,-135.42,-0.58,-28.95
110.0950,-136.00,-128.21,-134.91,-1.09,-29.37
110.1000,-136.00,-153.85,-134.56,-1.44,-29.69
110.1050,-136.00,-128.21,-134.85,-1.15,-29.48
110.1100,-136.00,-128.21,-135.02,-0.98,-29.36
110.1150,-136.00,-153.85,-135.10,-0.90,-29.31
110.1200,-136.00,-128.21,-135.62,-0.38,-28.87
110.1250,-136.00,-128.21,-135.88,-0.12,-28.62
110.1300,-136.00,-128.21,-135.43,-0.57,-28.96
110.1350,-136.00,-153.85,-135.07,-0.93,-29.25
110.1400,-136.00,-128.21,-135.32,-0.68,-29.04
110.1450,-136.00,-128.21,-135.42,-0.58,-28.94
110.1500,-136.00,-128.21,-134.91,-1.09,-29.36
110.1550,-136.00,-153.85,-134.56,-1.44,-29.68
110.1600,-136.00,-128.21,-134.85,-1.15,-29.48
110.1650,-136.00,-128.21,-135.02,-0.98,-29.36
110.1700,-136.00,-153.85,-135.10,-0.90,-29.31
110.1750,-136.00,-128.21,-135.62,-0.38,-28.87
110.1800,-136.00,-128.21,-135.88,-0.12,-28.62
110.1850,-136.00,-128.21,-135.43,-0.57,-28.96
110.1900,-136.00,-128.21,-134.56,-1.44,-29.68
110.1950,-136.00,-153.85,-134.00,-2.00,-30.19
110.2000,-136.00,-128.21,-134.21,-1.79,-30.10
110.2050,-136.00,-128.21,-134.38,-1.62,-30.03
110.2100,-136.00,-153.85,-134.50,-1.50,-29.98
110.2150,-136.00,-128.21,-135.11,-0.89,-29.51
110.2200,-136.00,-128.21,-135.46,-0.54,-29.22
110.2250,-136.00,-128.21,-135.10,-0.90,-29.51
110.2300,-136.00,-128.21,-134.31,-1.69,-30.18
110.2350,-136.00,-153.85,-133.84,-2.16,-30.65
110.2400,-136.00,-128.21,-134.11,-1.89,-30.51
110.2450,-136.00,-128.21,-134.32,-1.68,-30.41
110.2500,-136.00,-153.85,-134.48,-1.52,-30.33
110.2550,-136.00,-128.21,-135.11,-0.89,-29.84
110.2600,-136.00,-128.21,-135.47,-0.53,-29.54
110.2650,-136.00,-153.85,-135.64,-0.36,-29.38
110.2700,-136.00,-128.21,-136.18,0.18,-28.89
110.2750,-136.00,-128.21,-136.40,0.40,-28.63
110.2800,-136.00,-153.85,-136.39,0.39,-28.55
110.2850,-136.00,-128.21,-136.76,0.76,-28.15
110.2900,-136.00,-128.21,-136.83,0.83,-27.98
110.2950,-136.00,-153.85,-136.69,0.69,-27.98
110.3000,-136.00,-128.21,-136.95,0.95,-27.65
110.3050,-136.00,-128.21,-136.93,0.93,-27.54
110.3100,-136.00,-128.21,-136.22,0.22,-28.03
110.3150,-136.00,-153.85,-135.63,-0.37,-28.46
110.3200,-136.00,-128.21,-135.69,-0.31,-28.38
110.3250,-136.00,-128.21,-135.64,-0.36,-28.39
110.3300,-136.00,-128.21,-135.01,-0.99,-28.89
110.3350,-136.00,-153.85,-134.57,-1.43,-29.27
110.3400,-136.00,-128.21,-134.81,-1.19,-29.11
110.3450,-136.00,-128.21,-134.95,-1.05,-29.03
110.3500,-136.00,-153.85,-135.01,-0.99,-28.99
110.3550,-136.00,-128.21,-135.53,-0.47,-28.56
110.3600,-136.00,-128.21,-135.80,-0.20,-28.31
110.3650,-136.00,-128.21,-135.35,-0.65,-28.65
110.3700,-136.00,-128.21,-134.50,-1.50,-29.37
110.3750,-136.00,-153.85,-133.95,-2.05,-29.88
110.3800,-136.00,-128.21,-134.18,-1.82,-29.78
110.3850,-136.00,-128.21,-134.35,-1.65,-29.70
110.3900,-136.00,-128.21,-133.97,-2.03,-30.08
110.3950,-136.00,-153.85,-133.78,-2.22,-30.33
110.4000,-136.00,-128.21,-134.24,-1.76,-30.04
110.4050,-136.00,-128.21,-134.56,-1.44,-29.83
110.4100,-136.00,-128.21,-134.26,-1.74,-30.13
110.4150,-136.00,-153.85,-134.10,-1.90,-30.34
110.4200,-136.00,-128.21,-134.55,-1.45,-30.03
110.4250,-136.00,-128.21,-134.84,-1.16,-29.83
110.4300,-136.00,-153.85,-135.01,-0.99,-29.71
110.4350,-136.00,-128.21,-135.60,-0.40,-29.21
110.4400,-136.00,-128.21,-135.90,-0.10,-28.93
110.4450,-136.00,-153.85,-135.99,-0.01,-28.80
110.4500,-136.00,-128.21,-136.46,0.46,-28.35
110.4550,-136.00,-128.21,-136.60,0.60,-28.14
110.4600,-136.00,-128.21,-136.02,0.02,-28.53
110.4650,-136.00,-153.85,-135.54,-0.46,-28.88
110.4700,-136.00,-128.21,-135.67,-0.33,-28.75
110.4750,-136.00,-128.21,-135.67,-0.33,-28.72
110.4800,-136.00,-128.21,-135.07,-0.93,-29.19
110.4850,-136.00,-153.85,-134.65,-1.35,-29.56
110.4900,-136.00,-128.21,-134.89,-1.11,-29.39
110.4950,-136.00,-128.21,-135.02,-0.98,-29.30
110.5000,-136.00,-153.85,-135.07,-0.93,-29.27
110.5050,-136.00,-128.21,-135.59,-0.41,-28.84
110.5100,-136.00,-128.21,-135.84,-0.16,-28.60
110.5150,-136.00,-153.85,-135.90,-0.10,-28.50
110.5200,-136.00,-128.21,-136.35,0.35,-28.07
110.5250,-136.00,-128.21,-136.50,0.50,-27.86
110.5300,-136.00,-128.21,-135.93,-0.07,-28.25
110.5350,-136.00,-153.85,-135.46,-0.54,-28.60
110.5400,-136.00,-128.21,-135.61,-0.39,-28.46
110.5450,-136.00,-128.21,-135.62,-0.38,-28.42
110.5500,-136.00,-128.21,-135.03,-0.97,-28.89
110.5550,-136.00,-153.85,-134.62,-1.38,-29.25
110.5600,-136.00,-128.21,-134.87,-1.13,-29.08
110.5650,-136.00,-128.21,-135.01,-0.99,-28.98
110.5700,-136.00,-128.21,-134.56,-1.44,-29.38
110.5750,-136.00,-153.85,-134.27,-1.73,-29.67
110.5800,-136.00,-128.21,-134.63,-1.37,-29.43
110.5850,-136.00,-128.21,-134.86,-1.14,-29.28
110.5900,-136.00,-128.21,-134.47,-1.53,-29.63
110.5950,-136.00,-153.85,-134.23,-1.77,-29.89
110.6000,-136.00,-128.21,-134.63,-1.37,-29.62
110.6050,-136.00,-128.21,-134.88,-1.12,-29.44
110.6100,-136.00,-128.21,-134.50,-1.50,-29.79
110.6150,-136.00,-128.21,-133.76,-2.24,-30.47
110.6200,-136.00,-153.85,-133.35,-2.65,-30.92
110.6250,-136.00,-128.21,-133.70,-2.30,-30.75
110.6300,-136.00,-128.21,-134.00,-2.00,-30.59
110.6350,-136.00,-128.21,-133.73,-2.27,-30.91
110.6400,-136.00,-153.85,-133.63,-2.37,-31.10
110.6450,-136.00,-128.21,-134.15,-1.85,-30.76
110.6500,-136.00,-128.21,-134.53,-1.47,-30.51
110.6550,-136.00,-128.21,-134.26,-1.74,-30.79
110.6600,-136.00,-153.85,-134.12,-1.88,-30.97
110.6650,-136.00,-128.21,-134.58,-1.42,-30.65
110.6700,-136.00,-128.21,-134.88,-1.12,-30.44
110.6750,-136.00,-153.85,-135.05,-0.95,-30.31
110.6800,-136.00,-128.21,-135.64,-0.36,-29.82
110.6850,-136.00,-128.21,-135.94,-0.06,-29.53
110.6900,-136.00,-153.85,-136.02,0.02,-29.41
110.6950,-136.00,-128.21,-136.48,0.48,-28.96
110.7000,-136.00,-128.21,-136.62,0.62,-28.75
110.7050,-136.00,-128.21,-136.03,0.03,-29.14
110.7100,-136.00,-153.85,-135.55,-0.45,-29.50
110.7150,-136.00,-128.21,-135.67,-0.33,-29.36
110.7200,-136.00,-153.85,-136.18,0.18,-28.89
110.7250,-136.00,-128.21,-136.90,0.90,-28.21
110.7300,-136.00,-128.21,-137.18,1.18,-27.86
110.7350,-136.00,-153.85,-137.15,1.15,-27.74
110.7400,-136.00,-128.21,-137.44,1.44,-27.35
110.7450,-136.00,-128.21,-137.40,1.40,-27.23
110.7500,-136.00,-153.85,-137.15,1.15,-27.28
110.7550,-136.00,-128.21,-137.30,1.30,-27.02
110.7600,-136.00,-128.21,-137.19,1.19,-26.97
110.7650,-136.00,-128.21,-136.39,0.39,-27.51
110.7700,-136.00,-128.21,-135.22,-0.78,-28.42
110.7750,-136.00,-153.85,-134.42,-1.58,-29.10
110.7800,-136.00,-128.21,-134.44,-1.56,-29.14
110.7850,-136.00,-128.21,-134.47,-1.53,-29.17
110.7900,-136.00,-128.21,-133.98,-2.02,-29.63
110.7950,-136.00,-153.85,-133.72,-2.28,-29.94
110.8000,-136.00,-128.21,-134.14,-1.86,-29.69
110.8050,-136.00,-128.21,-134.45,-1.55,-29.50
110.8100,-136.00,-128.21,-134.14,-1.86,-29.82
110.8150,-136.00,-153.85,-133.98,-2.02,-30.02
110.8200,-136.00,-128.21,-134.45,-1.55,-29.71
110.8250,-136.00,-128.21,-134.76,-1.24,-29.50
110.8300,-136.00,-128.21,-134.43,-1.57,-29.81
110.8350,-136.00,-153.85,-134.24,-1.76,-30.03
110.8400,-136.00,-128.21,-134.66,-1.34,-29.74
110.8450,-136.00,-128.21,-134.93,-1.07,-29.55
110.8500,-136.00,-128.21,-134.56,-1.44,-29.88
110.8550,-136.00,-153.85,-134.32,-1.68,-30.12
110.8600,-136.00,-128.21,-134.71,-1.29,-29.85
110.8650,-136.00,-128.21,-134.96,-1.04,-29.68
110.8700,-136.00,-153.85,-135.08,-0.92,-29.59
110.8750,-136.00,-128.21,-135.64,-0.36,-29.12
110.8800,-136.00,-128.21,-135.92,-0.08,-28.85
110.8850,-136.00,-153.85,-135.99,-0.01,-28.74
110.8900,-136.00,-128.21,-136.44,0.44,-28.30
110.8950,-136.00,-128.21,-136.58,0.58,-28.09
110.9000,-136.00,-153.85,-136.52,0.52,-28.05
110.9050,-136.00,-128.21,-136.84,0.84,-27.68
110.9100,-136.00,-128.21,-136.86,0.86,-27.55
110.9150,-136.00,-128.21,-136.18,0.18,-28.01
110.9200,-136.00,-153.85,-135.62,-0.38,-28.41
110.9250,-136.00,-128.21,-135.70,-0.30,-28.32
110.9300,-136.00,-128.21,-135.66,-0.34,-28.32
110.9350,-136.00,-128.21,-135.03,-0.97,-28.82
110.9400,-136.00,-153.85,-134.60,-1.40,-29.20
110.9450,-136.00,-128.21,-134.84,-1.16,-29.04
110.9500,-136.00,-128.21,-134.97,-1.03,-28.95
110.9550,-136.00,-153.85,-135.03,-0.97,-28.92
110.9600,-136.00,-128.21,-135.55,-0.45,-28.49
110.9650,-136.00,-128.21,-135.81,-0.19,-28.25
110.9700,-136.00,-128.21,-135.36,-0.64,-28.58
110.9750,-136.00,-128.21,-134.50,-1.50,-29.30
110.9800,-136.00,-153.85,-133.96,-2.04,-29.81
110.9850,-136.00,-128.21,-134.18,-1.82,-29.71
110.9900,-136.00,-128.21,-134.35,-1.65,-29.64
110.9950,-136.00,-153.85,-134.49,-1.51,-29.58
111.0000,-136.00,-128.21,-135.10,-0.90,-29.11
111.0050,-102.00,-128.21,-135.45,33.45,0.08
111.0100,-102.00,-128.21,-135.10,33.10,2.19
111.0150,-102.00,-128.21,-134.31,32.31,3.91
111.0200,-102.00,-128.21,-133.32,31.32,5.40
111.0250,-102.00,-128.21,-132.27,30.27,6.76
111.0300,-102.00,-128.21,-131.28,29.28,8.08
111.0350,-102.00,-128.21,-130.39,28.39,9.42
111.0400,-102.00,-102.56,-129.13,27.13,10.38
111.0450,-102.00,-102.56,-126.70,24.70,10.26
111.0500,-102.00,-128.21,-123.72,21.72,9.49
111.0550,-102.00,-102.56,-121.14,19.14,8.84
111.0600,-102.00,-102.56,-118.51,16.51,7.97
